STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,duration,Duration,c_dest,Country of destination,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2017,,1121788,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2018,,1190292,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2019,,1046556,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2020,,808792,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2021,,945310,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2022,,1190249,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2023,,1139103,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EL,Greece,2024,,1197788,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2015,,17901013,,b,break in time series,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2016,,18417748,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2017,,20150650,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2018,,19439037,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2019,,21233002,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2020,,19477194,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2021,,15499497,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2022,,21062804,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2023,,22592275,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,ES,Spain,2024,,23327123,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2015,,162693660,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2016,,169175906,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2017,,172104838,,u,low reliability,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2018,,176998221,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2019,,183346268,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2020,,140347769,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2021,,152941297,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2022,,173314724,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2023,,185215052,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,EU27_2020,European Union - 27 countries (from 2020),2024,,188318376,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2015,,3792187,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2016,,3878073,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2017,,3886110,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2018,,3847716,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2019,,3440393,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2020,,2902748,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2021,,2928246,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2022,,3281935,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2023,,3216816,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FI,Finland,2024,,3268084,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2015,,26356314,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2016,,26129306,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2017,,28902754,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2018,,29337802,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2019,,29282720,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2020,,26384533,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2021,,29626111,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2022,,30969326,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2023,,34460807,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,FR,France,2024,,32098849,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2015,,799160,,b,break in time series,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2016,,767760,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2017,,752541,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2018,,958771,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2019,,1035265,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2020,,545535,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2021,,596485,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2022,,838700,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2023,,836962,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HR,Croatia,2024,,1050685,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2015,,3362673,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2016,,3572737,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2017,,3776284,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2018,,3722791,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2019,,3855658,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2020,,2601550,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2021,,2616765,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2022,,3443995,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2023,,3519590,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,HU,Hungary,2024,,3596459,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,IE,Ireland,2015,,1683506,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,IE,Ireland,2016,,1766274,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N1-3,From 1 to 3 nights,WORLD,All countries of the world,NR,Number,IE,Ireland,2017,,1866111,,,,,
